-m --algo ppo --save-interval 10 --lr 0.001 --procs 8 --spec 0 7 1 7

Namespace(algo='ppo', batch_size=256, clip_eps=0.2, discount=0.99, entropy_coef=0.01, env=None, epochs=4, frames=10000000, frames_per_proc=None, gae_lambda=0.95, log_interval=1, lr=0.001, max_grad_norm=0.5, mem=False, model=None, optim_alpha=0.99, optim_eps=1e-08, procs=8, recurrence=1, save_interval=10, seed=320487, spec=[0, 7, 1, 7], text=False, value_loss_coef=0.5)

Device: cpu

Environments loaded

Training status loaded

Observations preprocessor loaded
Model loaded

ACModel(
  (image_conv): Sequential(
    (0): Conv2d(3, 16, kernel_size=(2, 2), stride=(1, 1))
    (1): ReLU()
    (2): MaxPool2d(kernel_size=(2, 2), stride=(2, 2), padding=0, dilation=1, ceil_mode=False)
    (3): Conv2d(16, 32, kernel_size=(2, 2), stride=(1, 1))
    (4): ReLU()
    (5): Conv2d(32, 64, kernel_size=(2, 2), stride=(1, 1))
    (6): ReLU()
  )
  (actor): Sequential(
    (0): Linear(in_features=66, out_features=64, bias=True)
    (1): Tanh()
    (2): Linear(in_features=64, out_features=7, bias=True)
  )
  (critic): Sequential(
    (0): Linear(in_features=66, out_features=64, bias=True)
    (1): Tanh()
    (2): Linear(in_features=64, out_features=1, bias=True)
  )
)

Optimizer loaded

U 1 | F 002048 | FPS 0668 | D 3 | rR:μσmM 0.00 0.00 0.00 0.00 | F:μσmM 0.0 0.0 0 0 | H 1.916 | V 0.002 | pL -0.002 | vL 0.000 | ∇ 0.074
U 2 | F 004096 | FPS 0673 | D 6 | rR:μσmM 0.02 0.08 0.00 0.31 | F:μσmM 15.4 59.8 0.0 247.0 | H 1.935 | V -0.000 | pL -0.003 | vL 0.000 | ∇ 0.025
U 3 | F 006144 | FPS 0670 | D 9 | rR:μσmM 0.03 0.09 0.00 0.31 | F:μσmM 317.2 19.7 247.0 324.0 | H 1.940 | V -0.000 | pL -0.002 | vL 0.000 | ∇ 0.017
U 4 | F 008192 | FPS 0668 | D 12 | rR:μσmM 0.05 0.14 0.00 0.55 | F:μσmM 311.9 39.5 162.0 324.0 | H 1.936 | V 0.007 | pL -0.004 | vL 0.001 | ∇ 0.053
U 5 | F 010240 | FPS 0669 | D 15 | rR:μσmM 0.06 0.17 0.00 0.55 | F:μσmM 305.8 48.5 162.0 324.0 | H 1.929 | V 0.005 | pL -0.002 | vL 0.000 | ∇ 0.029
U 6 | F 012288 | FPS 0672 | D 18 | rR:μσmM 0.06 0.15 0.00 0.46 | F:μσmM 308.3 41.5 195.0 324.0 | H 1.938 | V 0.007 | pL -0.003 | vL 0.000 | ∇ 0.021
U 7 | F 014336 | FPS 0668 | D 21 | rR:μσmM 0.05 0.14 0.00 0.44 | F:μσmM 310.1 36.9 202.0 324.0 | H 1.939 | V 0.012 | pL -0.002 | vL 0.000 | ∇ 0.022
U 8 | F 016384 | FPS 0670 | D 24 | rR:μσmM 0.05 0.14 0.00 0.44 | F:μσmM 310.1 36.9 202.0 324.0 | H 1.942 | V 0.007 | pL 0.002 | vL 0.000 | ∇ 0.013
U 9 | F 018432 | FPS 0665 | D 27 | rR:μσmM 0.06 0.17 0.00 0.57 | F:μσmM 305.6 49.4 155.0 324.0 | H 1.940 | V 0.015 | pL -0.007 | vL 0.001 | ∇ 0.024
U 10 | F 020480 | FPS 0667 | D 30 | rR:μσmM 0.10 0.19 0.00 0.57 | F:μσmM 295.6 53.4 155.0 324.0 | H 1.930 | V 0.017 | pL -0.007 | vL 0.001 | ∇ 0.037
Status saved
